iteration,min_a,max_a,size_a,curve_a,tau,theta,size_idio,rho,sigma_epsilon,inc_shock_method,J,JR,start_age,sigma,beta,n,A,alpha,delta,education
1,0,3000,300,2.5,0.237,0.1,5,0.96,0.212132034,rouwenhorst,100,65,20,1.5,1.011,0.012,0.75,0.36,0.06,college
